"accession","Plasmid","phylogroup.x","res_sus.x","clustersize.x","lastresistantparent.x","sample.x","Drug","phylogroup.y","res_sus.y","clustersize.y","lastresistantparent.y","sample.y"
"ERR434624","FIC","D","sus",1,224,225,"AmoxiClav","D","sus",8,328,142
"ERR434624","FIC","D","sus",1,224,225,"Cefuroxime","D","sus",1,145,142
"ERR434624","FIC","D","sus",1,224,225,"Ceftazidime","D","sus",1,145,142
"ERR434624","FIC","D","sus",1,224,225,"Cefuroxime","D","sus",1,143,142
"ERR434624","FIC","D","sus",1,224,225,"Gentamicin","D","res",1,142,142
"ERR434624","FIB","D","sus",3,529,225,"AmoxiClav","D","sus",8,328,142
"ERR434624","FIB","D","sus",3,529,225,"Cefuroxime","D","sus",1,145,142
"ERR434624","FIB","D","sus",3,529,225,"Ceftazidime","D","sus",1,145,142
"ERR434624","FIB","D","sus",3,529,225,"Cefuroxime","D","sus",1,143,142
"ERR434624","FIB","D","sus",3,529,225,"Gentamicin","D","res",1,142,142
"ERR434624","FIA","D","sus",1,224,225,"AmoxiClav","D","sus",8,328,142
"ERR434624","FIA","D","sus",1,224,225,"Cefuroxime","D","sus",1,145,142
"ERR434624","FIA","D","sus",1,224,225,"Ceftazidime","D","sus",1,145,142
"ERR434624","FIA","D","sus",1,224,225,"Cefuroxime","D","sus",1,143,142
"ERR434624","FIA","D","sus",1,224,225,"Gentamicin","D","res",1,142,142
"ERR434625","FIB","B2","sus",7,1241,202,"AmoxiClav","B2","sus",5,829,145
"ERR434625","FIB","B2","sus",7,1241,202,"PipTaz","B2","sus",1,152,145
"ERR434625","FIB","B2","sus",7,1241,202,"AmoxiClav","B2","sus",1,152,145
"ERR434625","FIB","B2","sus",7,1241,202,"AmoxiClav","B2","sus",1,302,145
"ERR434625","FIA","B2","sus",1,214,202,"AmoxiClav","B2","sus",5,829,145
"ERR434625","FIA","B2","sus",1,214,202,"PipTaz","B2","sus",1,152,145
"ERR434625","FIA","B2","sus",1,214,202,"AmoxiClav","B2","sus",1,152,145
"ERR434625","FIA","B2","sus",1,214,202,"AmoxiClav","B2","sus",1,302,145
"ERR434625","FIA","B2","sus",3,1230,202,"AmoxiClav","B2","sus",5,829,145
"ERR434625","FIA","B2","sus",3,1230,202,"PipTaz","B2","sus",1,152,145
"ERR434625","FIA","B2","sus",3,1230,202,"AmoxiClav","B2","sus",1,152,145
"ERR434625","FIA","B2","sus",3,1230,202,"AmoxiClav","B2","sus",1,302,145
"ERR434631","FIB","B2","res",120,1020,244,"AmoxiClav","B2","res",8,837,173
"ERR434631","FIB","B2","res",120,1020,244,"AmoxiClav","B2","res",8,857,173
"ERR434631","FIB","B2","res",15,1260,244,"AmoxiClav","B2","res",8,837,173
"ERR434631","FIB","B2","res",15,1260,244,"AmoxiClav","B2","res",8,857,173
"ERR434632","FIB","B2","res",120,1020,895,"Ciprofloxacin","B2","res",90,1164,582
"ERR434632","FIA","B2","res",152,1772,895,"Ciprofloxacin","B2","res",90,1164,582
"ERR434633","FIB","D","res",177,293,150,"Cefuroxime","D","sus",1,94,95
"ERR434633","FIA","D","res",8,450,150,"Cefuroxime","D","sus",1,94,95
"ERR434633","FIC","D","res",3,451,150,"Cefuroxime","D","sus",1,94,95
"ERR434634","FIC","B2","res",33,1992,973,"AmoxiClav","B2","res",1,635,635
"ERR434634","FIB","B2","res",120,1020,973,"AmoxiClav","B2","res",1,635,635
"ERR434639","FIB","B2","sus",120,1020,277,"AmoxiClav","B2","sus",2,984,195
"ERR434640","FIB","B2","res",120,1020,821,"Ceftazidime","B2","res",22,1167,536
"ERR434640","FIB","B2","res",120,1020,821,"AmoxiClav","B2","res",61,1160,536
"ERR434640","FIB","B2","res",120,1020,821,"Ciprofloxacin","B2","res",90,1164,536
"ERR434640","FIB","B2","res",120,1020,821,"Gentamicin","B2","res",1,536,536
"ERR434640","FIB","B2","res",120,1020,821,"Cefuroxime","B2","res",51,1165,536
"ERR434640","FIA","B2","res",152,1772,821,"Ceftazidime","B2","res",22,1167,536
"ERR434640","FIA","B2","res",152,1772,821,"AmoxiClav","B2","res",61,1160,536
"ERR434640","FIA","B2","res",152,1772,821,"Ciprofloxacin","B2","res",90,1164,536
"ERR434640","FIA","B2","res",152,1772,821,"Gentamicin","B2","res",1,536,536
"ERR434640","FIA","B2","res",152,1772,821,"Cefuroxime","B2","res",51,1165,536
"ERR434640","FIB","B2","res",6,1858,821,"Ceftazidime","B2","res",22,1167,536
"ERR434640","FIB","B2","res",6,1858,821,"AmoxiClav","B2","res",61,1160,536
"ERR434640","FIB","B2","res",6,1858,821,"Ciprofloxacin","B2","res",90,1164,536
"ERR434640","FIB","B2","res",6,1858,821,"Gentamicin","B2","res",1,536,536
"ERR434640","FIB","B2","res",6,1858,821,"Cefuroxime","B2","res",51,1165,536
"ERR434640","FIC","B2","sus",3,1859,821,"Ceftazidime","B2","res",22,1167,536
"ERR434640","FIC","B2","sus",3,1859,821,"AmoxiClav","B2","res",61,1160,536
"ERR434640","FIC","B2","sus",3,1859,821,"Ciprofloxacin","B2","res",90,1164,536
"ERR434640","FIC","B2","sus",3,1859,821,"Gentamicin","B2","res",1,536,536
"ERR434640","FIC","B2","sus",3,1859,821,"Cefuroxime","B2","res",51,1165,536
"ERR434641","FIB","B2","sus",2,1239,194,"AmoxiClav","B2","res",3,827,141
"ERR434645","FIB","D","res",177,293,111,"Ciprofloxacin","D","sus",2,254,72
"ERR434652","FIC","B2","res",3,1722,688,"Ceftazidime","B2","sus",1,663,454
"ERR434652","FIB","B2","res",5,1720,688,"Ceftazidime","B2","sus",1,663,454
"ERR434652","FIB","B2","res",120,1020,688,"Ceftazidime","B2","sus",1,663,454
"ERR434660","FIC","B2","sus",4,1828,784,"PipTaz","B2","sus",1,522,511
"ERR434660","FIC","B2","sus",4,1828,784,"Cefuroxime","B2","res",51,1165,511
"ERR434660","FIC","B2","sus",4,1828,784,"Ciprofloxacin","B2","res",90,1164,511
"ERR434660","FIC","B2","sus",4,1828,784,"AmoxiClav","B2","res",61,1160,511
"ERR434660","FIA","B2","res",152,1772,784,"PipTaz","B2","sus",1,522,511
"ERR434660","FIA","B2","res",152,1772,784,"Cefuroxime","B2","res",51,1165,511
"ERR434660","FIA","B2","res",152,1772,784,"Ciprofloxacin","B2","res",90,1164,511
"ERR434660","FIA","B2","res",152,1772,784,"AmoxiClav","B2","res",61,1160,511
"ERR434660","FIB","B2","sus",5,1828,784,"PipTaz","B2","sus",1,522,511
"ERR434660","FIB","B2","sus",5,1828,784,"Cefuroxime","B2","res",51,1165,511
"ERR434660","FIB","B2","sus",5,1828,784,"Ciprofloxacin","B2","res",90,1164,511
"ERR434660","FIB","B2","sus",5,1828,784,"AmoxiClav","B2","res",61,1160,511
"ERR434661","FIB","B2","res",120,1020,348,"AmoxiClav","B2","res",1,245,245
"ERR434661","FIB","B2","res",120,1020,348,"Cefuroxime","B2","res",1,245,245
"ERR434661","FIB","B2","res",120,1020,348,"PipTaz","B2","res",1,245,245
"ERR434661","FIC","B2","res",38,1362,348,"AmoxiClav","B2","res",1,245,245
"ERR434661","FIC","B2","res",38,1362,348,"Cefuroxime","B2","res",1,245,245
"ERR434661","FIC","B2","res",38,1362,348,"PipTaz","B2","res",1,245,245
"ERR434661","FIB","B2","res",41,1361,348,"AmoxiClav","B2","res",1,245,245
"ERR434661","FIB","B2","res",41,1361,348,"Cefuroxime","B2","res",1,245,245
"ERR434661","FIB","B2","res",41,1361,348,"PipTaz","B2","res",1,245,245
"ERR434663","FIB","B1","res",24,88,34,"AmoxiClav","B1","res",1,17,17
"ERR434664","FIA","B2","sus",1,962,961,"Gentamicin","B2","sus",1,628,627
"ERR434664","FIA","B2","sus",1,962,961,"AmoxiClav","B2","sus",1,628,627
"ERR434664","FIA","B2","sus",2,1987,961,"Gentamicin","B2","sus",1,628,627
"ERR434664","FIA","B2","sus",2,1987,961,"AmoxiClav","B2","sus",1,628,627
"ERR434667","FIC","B2","sus",1,106,78,"AmoxiClav","B2","res",1,58,58
"ERR434667","FIB","B2","res",120,1020,78,"AmoxiClav","B2","res",1,58,58
"ERR434667","FIB","B2","res",171,1030,78,"AmoxiClav","B2","res",1,58,58
"ERR434668","FIB","B1","res",24,88,36,"Ciprofloxacin","B1","res",1,19,19
"ERR434668","FIB","B1","res",24,88,36,"Gentamicin","B1","sus",1,21,19
"ERR434669","FIB","A","res",32,132,108,"AmoxiClav","A","sus",1,109,108
"ERR434669","FIC","A","res",2,248,108,"AmoxiClav","A","sus",1,109,108
"ERR434670","FIB","A","sus",32,132,109,"AmoxiClav","A","res",1,109,109
"ERR434670","FIC","A","res",2,248,109,"AmoxiClav","A","res",1,109,109
"ERR434674","FIB","B2","res",26,1636,618,"Gentamicin","B2","sus",1,409,410
"ERR434674","FIB","B2","res",120,1020,618,"Gentamicin","B2","sus",1,409,410
"ERR434680","FIB","B2","res",120,1020,725,"AmoxiClav","B2","res",1,478,478
"ERR434685","FIB","B2","res",120,1020,930,"Cefuroxime","B2","sus",1,607,606
"ERR434685","FIB","B2","res",120,1020,930,"Cefuroxime","B2","sus",1,602,606
"ERR434689","FIC","A","sus",1,78,74,"Gentamicin","A","sus",1,77,74
"ERR434689","FIC","A","sus",1,78,74,"Cefuroxime","A","sus",4,248,74
"ERR434689","FIC","A","sus",1,78,74,"AmoxiClav","A","sus",1,121,74
"ERR434689","FIB","A","res",4,215,74,"Gentamicin","A","sus",1,77,74
"ERR434689","FIB","A","res",4,215,74,"Cefuroxime","A","sus",4,248,74
"ERR434689","FIB","A","res",4,215,74,"AmoxiClav","A","sus",1,121,74
"ERR434689","FIC","A","sus",1,77,74,"Gentamicin","A","sus",1,77,74
"ERR434689","FIC","A","sus",1,77,74,"Cefuroxime","A","sus",4,248,74
"ERR434689","FIC","A","sus",1,77,74,"AmoxiClav","A","sus",1,121,74
"ERR434689","FIB","A","res",32,132,74,"Gentamicin","A","sus",1,77,74
"ERR434689","FIB","A","res",32,132,74,"Cefuroxime","A","sus",4,248,74
"ERR434689","FIB","A","res",32,132,74,"AmoxiClav","A","sus",1,121,74
"ERR434689","FIA","A","sus",1,77,74,"Gentamicin","A","sus",1,77,74
"ERR434689","FIA","A","sus",1,77,74,"Cefuroxime","A","sus",4,248,74
"ERR434689","FIA","A","sus",1,77,74,"AmoxiClav","A","sus",1,121,74
"ERR434693","FIB","B2","res",120,1020,559,"AmoxiClav","B2","sus",1,380,372
"ERR434693","FIC","B2","res",3,1590,559,"AmoxiClav","B2","sus",1,380,372
"ERR434693","FIB","B2","res",2,1591,559,"AmoxiClav","B2","sus",1,380,372
"ERR434698","FIB","B1","sus",2,85,12,"AmoxiClav","B1","sus",1,5,4
"ERR434698","FIB","B1","sus",2,85,12,"Ciprofloxacin","B1","sus",1,5,4
"ERR434700","FIB","B2","res",120,1020,189,"AmoxiClav","B2","res",1,139,139
"ERR434700","FIB","B2","res",120,1020,189,"Gentamicin","B2","res",1,139,139
"ERR434700","FIB","B2","res",171,1030,189,"AmoxiClav","B2","res",1,139,139
"ERR434700","FIB","B2","res",171,1030,189,"Gentamicin","B2","res",1,139,139
"ERR434701","FIB","B2","sus",171,1030,345,"Cefuroxime","B2","res",3,928,242
"ERR434701","FIB","B2","sus",41,1361,345,"Cefuroxime","B2","res",3,928,242
"ERR434702","FIC","B2","sus",1,918,917,"AmoxiClav","B2","res",61,1160,596
"ERR434702","FIC","B2","sus",1,918,917,"Gentamicin","B2","sus",1,601,596
"ERR434702","FIB","B2","res",120,1020,917,"AmoxiClav","B2","res",61,1160,596
"ERR434702","FIB","B2","res",120,1020,917,"Gentamicin","B2","sus",1,601,596
"ERR434703","FIA","B2","res",152,1772,801,"Ceftazidime","B2","res",1,522,522
"ERR434703","FIA","B2","res",152,1772,801,"Ceftazidime","B2","res",22,1167,522
"ERR434703","FIA","B2","res",152,1772,801,"AmoxiClav","B2","res",61,1160,522
"ERR434703","FIA","B2","res",152,1772,801,"PipTaz","B2","res",1,522,522
"ERR434703","FIA","B2","res",152,1772,801,"Ciprofloxacin","B2","res",90,1164,522
"ERR434703","FIA","B2","res",152,1772,801,"Cefuroxime","B2","res",51,1165,522
"ERR434707","FIB","B2","sus",8,1843,792,"Cefuroxime","B2","res",51,1165,516
"ERR434707","FIB","B2","sus",8,1843,792,"AmoxiClav","B2","res",61,1160,516
"ERR434707","FIB","B2","sus",8,1843,792,"Ciprofloxacin","B2","res",90,1164,516
"ERR434707","FIA","B2","res",152,1772,792,"Cefuroxime","B2","res",51,1165,516
"ERR434707","FIA","B2","res",152,1772,792,"AmoxiClav","B2","res",61,1160,516
"ERR434707","FIA","B2","res",152,1772,792,"Ciprofloxacin","B2","res",90,1164,516
"ERR434709","FIC","D","res",1,267,267,"Ciprofloxacin","D","res",8,350,167
"ERR434709","FIC","D","res",1,267,267,"PipTaz","D","res",2,350,167
"ERR434709","FIC","D","res",1,267,267,"Cefuroxime","D","res",7,350,167
"ERR434709","FIC","D","res",1,267,267,"AmoxiClav","D","res",8,350,167
"ERR434709","FIC","D","res",1,267,267,"Ceftazidime","D","sus",1,171,167
"ERR434709","FIC","D","res",1,267,267,"Gentamicin","D","sus",1,168,167
"ERR434709","FIC","D","res",1,267,267,"PipTaz","D","res",1,167,167
"ERR434709","FIA","D","res",4,566,267,"Ciprofloxacin","D","res",8,350,167
"ERR434709","FIA","D","res",4,566,267,"PipTaz","D","res",2,350,167
"ERR434709","FIA","D","res",4,566,267,"Cefuroxime","D","res",7,350,167
"ERR434709","FIA","D","res",4,566,267,"AmoxiClav","D","res",8,350,167
"ERR434709","FIA","D","res",4,566,267,"Ceftazidime","D","sus",1,171,167
"ERR434709","FIA","D","res",4,566,267,"Gentamicin","D","sus",1,168,167
"ERR434709","FIA","D","res",4,566,267,"PipTaz","D","res",1,167,167
"ERR434709","FIB","D","res",177,293,267,"Ciprofloxacin","D","res",8,350,167
"ERR434709","FIB","D","res",177,293,267,"PipTaz","D","res",2,350,167
"ERR434709","FIB","D","res",177,293,267,"Cefuroxime","D","res",7,350,167
"ERR434709","FIB","D","res",177,293,267,"AmoxiClav","D","res",8,350,167
"ERR434709","FIB","D","res",177,293,267,"Ceftazidime","D","sus",1,171,167
"ERR434709","FIB","D","res",177,293,267,"Gentamicin","D","sus",1,168,167
"ERR434709","FIB","D","res",177,293,267,"PipTaz","D","res",1,167,167
"ERR434709","FIA","D","res",2,556,267,"Ciprofloxacin","D","res",8,350,167
"ERR434709","FIA","D","res",2,556,267,"PipTaz","D","res",2,350,167
"ERR434709","FIA","D","res",2,556,267,"Cefuroxime","D","res",7,350,167
"ERR434709","FIA","D","res",2,556,267,"AmoxiClav","D","res",8,350,167
"ERR434709","FIA","D","res",2,556,267,"Ceftazidime","D","sus",1,171,167
"ERR434709","FIA","D","res",2,556,267,"Gentamicin","D","sus",1,168,167
"ERR434709","FIA","D","res",2,556,267,"PipTaz","D","res",1,167,167
"ERR434710","FIB","D","sus",9,361,67,"AmoxiClav","D","sus",6,231,46
"ERR434710","FIB","D","sus",9,361,67,"Ciprofloxacin","D","res",7,233,46
"ERR434710","FIA","D","sus",7,363,67,"AmoxiClav","D","sus",6,231,46
"ERR434710","FIA","D","sus",7,363,67,"Ciprofloxacin","D","res",7,233,46
"ERR434710","FIB","D","sus",1,291,67,"AmoxiClav","D","sus",6,231,46
"ERR434710","FIB","D","sus",1,291,67,"Ciprofloxacin","D","res",7,233,46
"ERR434712","FIB","D","res",177,293,124,"AmoxiClav","D","res",5,271,79
"ERR434713","FIB","A","res",39,149,19,"Ciprofloxacin","A","sus",1,2,19
"ERR434713","FIB","A","res",39,149,19,"Cefuroxime","A","sus",1,2,19
"ERR434713","FIB","A","res",32,132,19,"Ciprofloxacin","A","sus",1,2,19
"ERR434713","FIB","A","res",32,132,19,"Cefuroxime","A","sus",1,2,19
"ERR434713","FIC","A","sus",13,176,19,"Ciprofloxacin","A","sus",1,2,19
"ERR434713","FIC","A","sus",13,176,19,"Cefuroxime","A","sus",1,2,19
"ERR434715","FIB","D","res",177,293,50,"Gentamicin","D","sus",1,35,34
"ERR434716","FIA","B2","res",152,1772,755,"Cefuroxime","B2","res",51,1165,498
"ERR434716","FIA","B2","res",152,1772,755,"Ciprofloxacin","B2","res",90,1164,498
"ERR434716","FIA","B2","res",152,1772,755,"Gentamicin","B2","res",1,498,498
"ERR434716","FIA","B2","res",152,1772,755,"AmoxiClav","B2","res",61,1160,498
"ERR434716","FIA","B2","res",152,1772,755,"Ceftazidime","B2","res",22,1167,498
"ERR434716","FIA","B2","res",152,1772,755,"Ceftazidime","B2","res",1,498,498
"ERR434716","FIC","B2","sus",6,1843,755,"Cefuroxime","B2","res",51,1165,498
"ERR434716","FIC","B2","sus",6,1843,755,"Ciprofloxacin","B2","res",90,1164,498
"ERR434716","FIC","B2","sus",6,1843,755,"Gentamicin","B2","res",1,498,498
"ERR434716","FIC","B2","sus",6,1843,755,"AmoxiClav","B2","res",61,1160,498
"ERR434716","FIC","B2","sus",6,1843,755,"Ceftazidime","B2","res",22,1167,498
"ERR434716","FIC","B2","sus",6,1843,755,"Ceftazidime","B2","res",1,498,498
"ERR434717","FIB","B2","res",120,1020,596,"AmoxiClav","B2","res",1,395,395
"ERR434717","FIB","B2","res",21,1605,596,"AmoxiClav","B2","res",1,395,395
"ERR434718","FIB","A","res",3,199,55,"AmoxiClav","A","sus",2,203,55
"ERR434718","FIB","A","res",3,199,55,"AmoxiClav","A","sus",1,51,55
"ERR434718","FIA","A","sus",1,51,55,"AmoxiClav","A","sus",2,203,55
"ERR434718","FIA","A","sus",1,51,55,"AmoxiClav","A","sus",1,51,55
"ERR434718","FIB","A","res",32,132,55,"AmoxiClav","A","sus",2,203,55
"ERR434718","FIB","A","res",32,132,55,"AmoxiClav","A","sus",1,51,55
"ERR434719","FIA","B2","res",152,1772,828,"Ceftazidime","B2","sus",22,1167,541
"ERR434719","FIA","B2","res",152,1772,828,"Cefuroxime","B2","res",51,1165,541
"ERR434719","FIA","B2","res",152,1772,828,"Ciprofloxacin","B2","res",90,1164,541
"ERR434719","FIA","B2","res",152,1772,828,"Gentamicin","B2","res",1,541,541
"ERR434720","FIB","A","res",32,132,99,"AmoxiClav","A","sus",1,100,99
"ERR434720","FIB","A","res",32,132,99,"AmoxiClav","A","sus",1,106,99
"ERR434720","FIC","A","sus",1,106,99,"AmoxiClav","A","sus",1,100,99
"ERR434720","FIC","A","sus",1,106,99,"AmoxiClav","A","sus",1,106,99
"ERR434720","FIC","A","sus",1,98,99,"AmoxiClav","A","sus",1,100,99
"ERR434720","FIC","A","sus",1,98,99,"AmoxiClav","A","sus",1,106,99
"ERR434722","FIA","B2","res",152,1772,771,"AmoxiClav","B2","res",61,1160,504
"ERR434722","FIA","B2","res",152,1772,771,"Ciprofloxacin","B2","res",90,1164,504
"ERR434722","FIA","B2","res",152,1772,771,"Cefuroxime","B2","res",51,1165,504
"ERR434722","FIA","B2","res",152,1772,771,"PipTaz","B2","sus",1,510,504
"ERR434723","FIB","B2","res",11,1885,862,"Ciprofloxacin","B2","res",90,1164,565
"ERR434723","FIB","B2","res",11,1885,862,"AmoxiClav","B2","res",61,1160,565
"ERR434723","FIB","B2","res",11,1885,862,"Cefuroxime","B2","res",51,1165,565
"ERR434723","FIB","B2","res",11,1885,862,"Gentamicin","B2","sus",6,1232,565
"ERR434723","FIB","B2","res",11,1885,862,"Ceftazidime","B2","res",22,1167,565
"ERR434723","FIA","B2","res",152,1772,862,"Ciprofloxacin","B2","res",90,1164,565
"ERR434723","FIA","B2","res",152,1772,862,"AmoxiClav","B2","res",61,1160,565
"ERR434723","FIA","B2","res",152,1772,862,"Cefuroxime","B2","res",51,1165,565
"ERR434723","FIA","B2","res",152,1772,862,"Gentamicin","B2","sus",6,1232,565
"ERR434723","FIA","B2","res",152,1772,862,"Ceftazidime","B2","res",22,1167,565
"ERR434723","FIB","B2","res",120,1020,862,"Ciprofloxacin","B2","res",90,1164,565
"ERR434723","FIB","B2","res",120,1020,862,"AmoxiClav","B2","res",61,1160,565
"ERR434723","FIB","B2","res",120,1020,862,"Cefuroxime","B2","res",51,1165,565
"ERR434723","FIB","B2","res",120,1020,862,"Gentamicin","B2","sus",6,1232,565
"ERR434723","FIB","B2","res",120,1020,862,"Ceftazidime","B2","res",22,1167,565
"ERR434724","FIB","B2","sus",1,520,519,"Cefuroxime","B2","sus",1,347,346
"ERR434724","FIB","B2","sus",1,520,519,"AmoxiClav","B2","res",1,346,346
"ERR434727","FIB","B2","res",120,1020,834,"Ciprofloxacin","B2","res",90,1164,545
"ERR434727","FIB","B2","res",120,1020,834,"Gentamicin","B2","res",2,1223,545
"ERR434727","FIB","B2","res",120,1020,834,"PipTaz","B2","sus",2,1224,545
"ERR434727","FIA","B2","res",152,1772,834,"Ciprofloxacin","B2","res",90,1164,545
"ERR434727","FIA","B2","res",152,1772,834,"Gentamicin","B2","res",2,1223,545
"ERR434727","FIA","B2","res",152,1772,834,"PipTaz","B2","sus",2,1224,545
"ERR434730","FIC","D","res",2,306,6,"AmoxiClav","D","sus",2,195,4
"ERR434730","FIB","D","res",177,293,6,"AmoxiClav","D","sus",2,195,4
"ERR434732","FIB","B2","sus",1,244,242,"AmoxiClav","B2","sus",8,857,171
"ERR434732","FIB","B2","sus",1,244,242,"Gentamicin","B2","sus",1,172,171
"ERR434732","FIA","B2","sus",1,243,242,"AmoxiClav","B2","sus",8,857,171
"ERR434732","FIA","B2","sus",1,243,242,"Gentamicin","B2","sus",1,172,171
"ERR434732","FIB","B2","sus",15,1260,242,"AmoxiClav","B2","sus",8,857,171
"ERR434732","FIB","B2","sus",15,1260,242,"Gentamicin","B2","sus",1,172,171
"ERR434733","FIB","B2","res",120,1020,15,"PipTaz","B2","sus",1,13,12
"ERR434733","FIB","B2","res",120,1020,15,"AmoxiClav","B2","sus",1,13,12
"ERR434733","FIB","B2","res",171,1030,15,"PipTaz","B2","sus",1,13,12
"ERR434733","FIB","B2","res",171,1030,15,"AmoxiClav","B2","sus",1,13,12
"ERR434734","FIA","D","res",32,473,191,"PipTaz","D","sus",1,126,121
"ERR434734","FIA","D","res",32,473,191,"Ciprofloxacin","D","res",18,298,121
"ERR434734","FIA","D","res",32,473,191,"Cefuroxime","D","sus",1,125,121
"ERR434734","FIA","D","res",32,473,191,"AmoxiClav","D","res",9,303,121
"ERR434734","FIA","D","res",32,473,191,"Gentamicin","D","sus",1,113,121
"ERR434735","FIB","A","res",32,132,77,"Ciprofloxacin","A","sus",1,78,77
"ERR434735","FIB","A","res",4,215,77,"Ciprofloxacin","A","sus",1,78,77
"ERR434739","FIA","A","sus",1,124,125,"AmoxiClav","A","sus",1,126,125
"ERR434739","FIA","A","sus",1,124,125,"Cefuroxime","A","sus",1,124,125
"ERR434739","FIA","A","sus",1,124,125,"AmoxiClav","A","sus",1,124,125
"ERR434739","FIA","A","sus",1,124,125,"Ceftazidime","A","sus",1,124,125
"ERR434739","FIA","A","sus",1,124,125,"Gentamicin","A","sus",1,124,125
"ERR434739","FIA","A","sus",1,124,125,"Ciprofloxacin","A","res",3,256,125
"ERR434739","FIC","A","res",3,258,125,"AmoxiClav","A","sus",1,126,125
"ERR434739","FIC","A","res",3,258,125,"Cefuroxime","A","sus",1,124,125
"ERR434739","FIC","A","res",3,258,125,"AmoxiClav","A","sus",1,124,125
"ERR434739","FIC","A","res",3,258,125,"Ceftazidime","A","sus",1,124,125
"ERR434739","FIC","A","res",3,258,125,"Gentamicin","A","sus",1,124,125
"ERR434739","FIC","A","res",3,258,125,"Ciprofloxacin","A","res",3,256,125
"ERR434740","FIB","B2","res",120,1020,855,"Gentamicin","B2","sus",6,1232,558
"ERR434740","FIB","B2","res",120,1020,855,"AmoxiClav","B2","res",61,1160,558
"ERR434740","FIB","B2","res",120,1020,855,"Ciprofloxacin","B2","res",90,1164,558
"ERR434740","FIB","B2","res",120,1020,855,"Cefuroxime","B2","res",51,1165,558
"ERR434740","FIB","B2","res",11,1885,855,"Gentamicin","B2","sus",6,1232,558
"ERR434740","FIB","B2","res",11,1885,855,"AmoxiClav","B2","res",61,1160,558
"ERR434740","FIB","B2","res",11,1885,855,"Ciprofloxacin","B2","res",90,1164,558
"ERR434740","FIB","B2","res",11,1885,855,"Cefuroxime","B2","res",51,1165,558
"ERR434740","FIA","B2","res",152,1772,855,"Gentamicin","B2","sus",6,1232,558
"ERR434740","FIA","B2","res",152,1772,855,"AmoxiClav","B2","res",61,1160,558
"ERR434740","FIA","B2","res",152,1772,855,"Ciprofloxacin","B2","res",90,1164,558
"ERR434740","FIA","B2","res",152,1772,855,"Cefuroxime","B2","res",51,1165,558
"ERR434741","FIB","D","res",9,361,72,"Ciprofloxacin","D","res",7,233,48
"ERR434741","FIB","D","res",9,361,72,"PipTaz","D","sus",1,51,48
"ERR434741","FIB","D","res",9,361,72,"AmoxiClav","D","sus",6,231,48
"ERR434741","FIB","D","res",9,361,72,"Cefuroxime","D","sus",2,238,48
"ERR434741","FIB","D","res",9,361,72,"Cefuroxime","D","sus",1,51,48
"ERR434741","FIB","D","res",177,293,72,"Ciprofloxacin","D","res",7,233,48
"ERR434741","FIB","D","res",177,293,72,"PipTaz","D","sus",1,51,48
"ERR434741","FIB","D","res",177,293,72,"AmoxiClav","D","sus",6,231,48
"ERR434741","FIB","D","res",177,293,72,"Cefuroxime","D","sus",2,238,48
"ERR434741","FIB","D","res",177,293,72,"Cefuroxime","D","sus",1,51,48
"ERR434741","FIA","D","res",7,363,72,"Ciprofloxacin","D","res",7,233,48
"ERR434741","FIA","D","res",7,363,72,"PipTaz","D","sus",1,51,48
"ERR434741","FIA","D","res",7,363,72,"AmoxiClav","D","sus",6,231,48
"ERR434741","FIA","D","res",7,363,72,"Cefuroxime","D","sus",2,238,48
"ERR434741","FIA","D","res",7,363,72,"Cefuroxime","D","sus",1,51,48
"ERR434742","FIB","D","sus",177,293,290,"AmoxiClav","D","res",2,362,182
"ERR434744","FIB","B2","res",171,1030,75,"Cefuroxime","B2","sus",1,492,55
"ERR434744","FIB","B2","res",120,1020,75,"Cefuroxime","B2","sus",1,492,55
"ERR434747","FIA","A","sus",1,46,8,"AmoxiClav","A","sus",1,9,8
"ERR434747","FIB","A","res",39,149,8,"AmoxiClav","A","sus",1,9,8
"ERR434747","FIB","A","res",32,132,8,"AmoxiClav","A","sus",1,9,8
"ERR434748","FIB","D","res",177,293,125,"AmoxiClav","D","res",5,271,80
"ERR434752","FIB","B2","res",120,1020,875,"Ceftazidime","B2","sus",1,571,570
"ERR434752","FIB","B2","res",120,1020,875,"Ciprofloxacin","B2","res",90,1164,570
"ERR434752","FIA","B2","res",152,1772,875,"Ceftazidime","B2","sus",1,571,570
"ERR434752","FIA","B2","res",152,1772,875,"Ciprofloxacin","B2","res",90,1164,570
"ERR434753","FIB","B2","res",8,1331,292,"AmoxiClav","B2","sus",1,210,206
"ERR434753","FIB","B2","res",8,1331,292,"PipTaz","B2","sus",1,210,206
"ERR434753","FIB","B2","res",120,1020,292,"AmoxiClav","B2","sus",1,210,206
"ERR434753","FIB","B2","res",120,1020,292,"PipTaz","B2","sus",1,210,206
"ERR434760","FIA","D","res",32,473,193,"PipTaz","D","sus",1,126,123
"ERR434760","FIA","D","res",32,473,193,"Ciprofloxacin","D","res",18,298,123
"ERR434760","FIA","D","res",32,473,193,"AmoxiClav","D","res",9,303,123
"ERR434766","FIA","B2","res",152,1772,759,"Cefuroxime","B2","res",51,1165,499
"ERR434766","FIA","B2","res",152,1772,759,"AmoxiClav","B2","res",61,1160,499
"ERR434766","FIA","B2","res",152,1772,759,"Ciprofloxacin","B2","res",90,1164,499
"ERR434767","FIB","B2","res",15,1260,246,"AmoxiClav","B2","res",8,837,175
